
Currently Loaded Modules:
  1) autotools      4) rocm/6.0.2     7) openmpi4/4.1.5
  2) cmake/3.25.2   5) gnu12/12.2.0   8) hpcfund
  3) prun/2.3       6) ucx/1.14.0     9) rocshmem/1.6.3

 

1, 256, 1
Rank 0, ROC_SHMEM 
Rank 7, ROC_SHMEM 
Rank 5, ROC_SHMEM 
Rank 2, ROC_SHMEM 
Rank 6, ROC_SHMEM 
Rank 1, ROC_SHMEM 
Rank 3, ROC_SHMEM 
Rank 4, ROC_SHMEM 
IN USE - mpi 0/8, roc_shmem 0/8 , ndevices=8,cur=0, GPU_ID=N/A,node=t007-009.hpcfund
max_blocks=1, max_threads=256, iter=1
IN USE - mpi 1/8, roc_shmem 1/8 , ndevices=8,cur=1, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 2/8, roc_shmem 2/8 , ndevices=8,cur=2, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 3/8, roc_shmem 3/8 , ndevices=8,cur=3, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 4/8, roc_shmem 4/8 , ndevices=8,cur=4, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 5/8, roc_shmem 5/8 , ndevices=8,cur=5, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 6/8, roc_shmem 6/8 , ndevices=8,cur=6, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 7/8, roc_shmem 7/8 , ndevices=8,cur=7, GPU_ID=N/A,node=t007-009.hpcfund
peer,1,size,32, iter, 1, time, 0.052318, bw, 0.000570
peer,7,size,64, iter, 1, time, 0.048320, bw, 0.001234
peer,7,size,128, iter, 1, time, 0.047360, bw, 0.002517
peer,7,size,256, iter, 1, time, 0.047840, bw, 0.004984
peer,7,size,512, iter, 1, time, 0.051840, bw, 0.009198
peer,7,size,1024, iter, 1, time, 0.053761, bw, 0.017739
peer,7,size,2048, iter, 1, time, 0.047360, bw, 0.040273
peer,7,size,4096, iter, 1, time, 0.049600, bw, 0.076909
peer,7,size,8192, iter, 1, time, 0.051360, bw, 0.148548
peer,7,size,16384, iter, 1, time, 0.055520, bw, 0.274834
peer,7,size,32768, iter, 1, time, 0.063840, bw, 0.478033
peer,7,size,65536, iter, 1, time, 0.075520, bw, 0.808199
peer,7,size,131072, iter, 1, time, 0.088640, bw, 1.377148
peer,7,size,262144, iter, 1, time, 0.128480, bw, 1.900224
peer,7,size,524288, iter, 1, time, 0.206880, bw, 2.360217
peer,7,size,1048576, iter, 1, time, 0.368960, bw, 2.646800
peer,7,size,2097152, iter, 1, time, 0.689601, bw, 2.832256
peer,7,size,4194304, iter, 1, time, 1.311840, bw, 2.977690
peer,7,size,8388608, iter, 1, time, 2.687520, bw, 2.906957
peer,7,size,16777216, iter, 1, time, 5.096961, bw, 3.065555
peer,7,size,33554432, iter, 1, time, 10.298882, bw, 3.034312
1, 256, 2
Rank 0, ROC_SHMEM 
Rank 5, ROC_SHMEM 
Rank 4, ROC_SHMEM 
Rank 7, ROC_SHMEM 
Rank 2, ROC_SHMEM 
Rank 1, ROC_SHMEM 
Rank 3, ROC_SHMEM 
Rank 6, ROC_SHMEM 
IN USE - mpi 0/8, roc_shmem 0/8 , ndevices=8,cur=0, GPU_ID=N/A,node=t007-009.hpcfund
max_blocks=1, max_threads=256, iter=2
IN USE - mpi 1/8, roc_shmem 1/8 , ndevices=8,cur=1, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 2/8, roc_shmem 2/8 , ndevices=8,cur=2, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 3/8, roc_shmem 3/8 , ndevices=8,cur=3, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 4/8, roc_shmem 4/8 , ndevices=8,cur=4, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 5/8, roc_shmem 5/8 , ndevices=8,cur=5, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 6/8, roc_shmem 6/8 , ndevices=8,cur=6, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 7/8, roc_shmem 7/8 , ndevices=8,cur=7, GPU_ID=N/A,node=t007-009.hpcfund
peer,1,size,32, iter, 2, time, 0.065918, bw, 0.000904
peer,1,size,64, iter, 2, time, 0.065920, bw, 0.001808
peer,1,size,128, iter, 2, time, 0.060800, bw, 0.003921
peer,1,size,256, iter, 2, time, 0.060480, bw, 0.007884
peer,1,size,512, iter, 2, time, 0.064960, bw, 0.014681
peer,1,size,1024, iter, 2, time, 0.066240, bw, 0.028795
peer,1,size,2048, iter, 2, time, 0.060960, bw, 0.062577
peer,1,size,4096, iter, 2, time, 0.063360, bw, 0.120414
peer,1,size,8192, iter, 2, time, 0.068160, bw, 0.223868
peer,1,size,16384, iter, 2, time, 0.072960, bw, 0.418279
peer,1,size,32768, iter, 2, time, 0.078080, bw, 0.781702
peer,1,size,65536, iter, 2, time, 0.096960, bw, 1.258978
peer,1,size,131072, iter, 2, time, 0.132800, bw, 1.838411
peer,1,size,262144, iter, 2, time, 0.206080, bw, 2.369381
peer,1,size,524288, iter, 2, time, 0.355200, bw, 2.749336
peer,1,size,1048576, iter, 2, time, 0.648800, bw, 3.010370
peer,1,size,2097152, iter, 2, time, 1.220320, bw, 3.201010
peer,1,size,4194304, iter, 2, time, 2.378719, bw, 3.284336
peer,1,size,8388608, iter, 2, time, 4.918397, bw, 3.176853
peer,1,size,16777216, iter, 2, time, 9.905118, bw, 3.154940
peer,1,size,33554432, iter, 2, time, 19.532160, bw, 3.199856
peer,2,size,32, iter, 2, time, 0.059840, bw, 0.000996
peer,2,size,64, iter, 2, time, 0.060160, bw, 0.001982
peer,2,size,128, iter, 2, time, 0.060320, bw, 0.003953
peer,2,size,256, iter, 2, time, 0.064960, bw, 0.007340
peer,2,size,512, iter, 2, time, 0.065120, bw, 0.014645
peer,2,size,1024, iter, 2, time, 0.060320, bw, 0.031621
peer,2,size,2048, iter, 2, time, 0.061280, bw, 0.062250
peer,2,size,4096, iter, 2, time, 0.062240, bw, 0.122580
peer,2,size,8192, iter, 2, time, 0.066560, bw, 0.229249
peer,2,size,16384, iter, 2, time, 0.069280, bw, 0.440497
peer,2,size,32768, iter, 2, time, 0.079520, bw, 0.767546
peer,2,size,65536, iter, 2, time, 0.099040, bw, 1.232538
peer,2,size,131072, iter, 2, time, 0.137120, bw, 1.780492
peer,2,size,262144, iter, 2, time, 0.214720, bw, 2.274041
peer,2,size,524288, iter, 2, time, 0.369600, bw, 2.642219
peer,2,size,1048576, iter, 2, time, 0.680000, bw, 2.872247
peer,2,size,2097152, iter, 2, time, 1.308320, bw, 2.985704
peer,2,size,4194304, iter, 2, time, 2.455358, bw, 3.181822
peer,2,size,8388608, iter, 2, time, 5.516480, bw, 2.832427
peer,2,size,16777216, iter, 2, time, 10.061122, bw, 3.106021
peer,2,size,33554432, iter, 2, time, 20.294880, bw, 3.079600
peer,3,size,32, iter, 2, time, 0.058560, bw, 0.001018
peer,3,size,64, iter, 2, time, 0.065440, bw, 0.001822
peer,3,size,128, iter, 2, time, 0.065280, bw, 0.003652
peer,3,size,256, iter, 2, time, 0.060160, bw, 0.007926
peer,3,size,512, iter, 2, time, 0.059840, bw, 0.015937
peer,3,size,1024, iter, 2, time, 0.060800, bw, 0.031371
peer,3,size,2048, iter, 2, time, 0.065440, bw, 0.058293
peer,3,size,4096, iter, 2, time, 0.067840, bw, 0.112462
peer,3,size,8192, iter, 2, time, 0.065280, bw, 0.233744
peer,3,size,16384, iter, 2, time, 0.072320, bw, 0.421981
peer,3,size,32768, iter, 2, time, 0.078560, bw, 0.776925
peer,3,size,65536, iter, 2, time, 0.103520, bw, 1.179197
peer,3,size,131072, iter, 2, time, 0.140480, bw, 1.737906
peer,3,size,262144, iter, 2, time, 0.212800, bw, 2.294559
peer,3,size,524288, iter, 2, time, 0.362880, bw, 2.691149
peer,3,size,1048576, iter, 2, time, 0.662080, bw, 2.949989
peer,3,size,2097152, iter, 2, time, 1.273120, bw, 3.068255
peer,3,size,4194304, iter, 2, time, 2.450080, bw, 3.188677
peer,3,size,8388608, iter, 2, time, 5.099680, bw, 3.063923
peer,3,size,16777216, iter, 2, time, 10.022721, bw, 3.117921
peer,3,size,33554432, iter, 2, time, 20.197603, bw, 3.094432
peer,4,size,32, iter, 2, time, 0.065280, bw, 0.000913
peer,4,size,64, iter, 2, time, 0.066400, bw, 0.001795
peer,4,size,128, iter, 2, time, 0.059840, bw, 0.003984
peer,4,size,256, iter, 2, time, 0.061280, bw, 0.007781
peer,4,size,512, iter, 2, time, 0.060000, bw, 0.015895
peer,4,size,1024, iter, 2, time, 0.058560, bw, 0.032571
peer,4,size,2048, iter, 2, time, 0.060320, bw, 0.063241
peer,4,size,4096, iter, 2, time, 0.060000, bw, 0.127157
peer,4,size,8192, iter, 2, time, 0.064320, bw, 0.237233
peer,4,size,16384, iter, 2, time, 0.068000, bw, 0.448789
peer,4,size,32768, iter, 2, time, 0.078400, bw, 0.778511
peer,4,size,65536, iter, 2, time, 0.097280, bw, 1.254837
peer,4,size,131072, iter, 2, time, 0.136480, bw, 1.788841
peer,4,size,262144, iter, 2, time, 0.209760, bw, 2.327813
peer,4,size,524288, iter, 2, time, 0.367040, bw, 2.660648
peer,4,size,1048576, iter, 2, time, 0.671200, bw, 2.909905
peer,4,size,2097152, iter, 2, time, 1.296001, bw, 3.014085
peer,4,size,4194304, iter, 2, time, 2.515520, bw, 3.105725
peer,4,size,8388608, iter, 2, time, 5.235841, bw, 2.984244
peer,4,size,16777216, iter, 2, time, 10.323361, bw, 3.027120
peer,4,size,33554432, iter, 2, time, 20.239843, bw, 3.087974
peer,5,size,32, iter, 2, time, 0.064960, bw, 0.000918
peer,5,size,64, iter, 2, time, 0.060000, bw, 0.001987
peer,5,size,128, iter, 2, time, 0.059680, bw, 0.003995
peer,5,size,256, iter, 2, time, 0.065760, bw, 0.007251
peer,5,size,512, iter, 2, time, 0.060000, bw, 0.015895
peer,5,size,1024, iter, 2, time, 0.060800, bw, 0.031371
peer,5,size,2048, iter, 2, time, 0.066880, bw, 0.057038
peer,5,size,4096, iter, 2, time, 0.062880, bw, 0.121333
peer,5,size,8192, iter, 2, time, 0.066240, bw, 0.230356
peer,5,size,16384, iter, 2, time, 0.075520, bw, 0.404100
peer,5,size,32768, iter, 2, time, 0.085600, bw, 0.713029
peer,5,size,65536, iter, 2, time, 0.101760, bw, 1.199592
peer,5,size,131072, iter, 2, time, 0.139520, bw, 1.749864
peer,5,size,262144, iter, 2, time, 0.222880, bw, 2.190785
peer,5,size,524288, iter, 2, time, 0.364480, bw, 2.679335
peer,5,size,1048576, iter, 2, time, 0.684800, bw, 2.852115
peer,5,size,2097152, iter, 2, time, 1.263360, bw, 3.091958
peer,5,size,4194304, iter, 2, time, 2.482720, bw, 3.146756
peer,5,size,8388608, iter, 2, time, 5.147521, bw, 3.035447
peer,5,size,16777216, iter, 2, time, 10.142722, bw, 3.081032
peer,5,size,33554432, iter, 2, time, 20.125605, bw, 3.105502
peer,6,size,32, iter, 2, time, 0.060160, bw, 0.000991
peer,6,size,64, iter, 2, time, 0.059200, bw, 0.002014
peer,6,size,128, iter, 2, time, 0.065920, bw, 0.003617
peer,6,size,256, iter, 2, time, 0.064000, bw, 0.007451
peer,6,size,512, iter, 2, time, 0.060000, bw, 0.015895
peer,6,size,1024, iter, 2, time, 0.059680, bw, 0.031960
peer,6,size,2048, iter, 2, time, 0.059520, bw, 0.064091
peer,6,size,4096, iter, 2, time, 0.061920, bw, 0.123214
peer,6,size,8192, iter, 2, time, 0.065280, bw, 0.233744
peer,6,size,16384, iter, 2, time, 0.068800, bw, 0.443570
peer,6,size,32768, iter, 2, time, 0.079680, bw, 0.766005
peer,6,size,65536, iter, 2, time, 0.097760, bw, 1.248676
peer,6,size,131072, iter, 2, time, 0.137440, bw, 1.776346
peer,6,size,262144, iter, 2, time, 0.215040, bw, 2.270657
peer,6,size,524288, iter, 2, time, 0.366401, bw, 2.665288
peer,6,size,1048576, iter, 2, time, 0.682560, bw, 2.861475
peer,6,size,2097152, iter, 2, time, 1.290561, bw, 3.026790
peer,6,size,4194304, iter, 2, time, 2.547840, bw, 3.066328
peer,6,size,8388608, iter, 2, time, 5.230881, bw, 2.987073
peer,6,size,16777216, iter, 2, time, 10.408322, bw, 3.002410
peer,6,size,33554432, iter, 2, time, 20.203363, bw, 3.093549
peer,7,size,32, iter, 2, time, 0.066400, bw, 0.000898
peer,7,size,64, iter, 2, time, 0.066080, bw, 0.001804
peer,7,size,128, iter, 2, time, 0.064000, bw, 0.003725
peer,7,size,256, iter, 2, time, 0.060640, bw, 0.007863
peer,7,size,512, iter, 2, time, 0.058880, bw, 0.016197
peer,7,size,1024, iter, 2, time, 0.060800, bw, 0.031371
peer,7,size,2048, iter, 2, time, 0.058880, bw, 0.064788
peer,7,size,4096, iter, 2, time, 0.067200, bw, 0.113533
peer,7,size,8192, iter, 2, time, 0.068800, bw, 0.221785
peer,7,size,16384, iter, 2, time, 0.071680, bw, 0.425748
peer,7,size,32768, iter, 2, time, 0.079040, bw, 0.772207
peer,7,size,65536, iter, 2, time, 0.105440, bw, 1.157725
peer,7,size,131072, iter, 2, time, 0.142080, bw, 1.718335
peer,7,size,262144, iter, 2, time, 0.218240, bw, 2.237363
peer,7,size,524288, iter, 2, time, 0.366400, bw, 2.665295
peer,7,size,1048576, iter, 2, time, 0.669920, bw, 2.915465
peer,7,size,2097152, iter, 2, time, 1.285760, bw, 3.038091
peer,7,size,4194304, iter, 2, time, 2.485760, bw, 3.142907
peer,7,size,8388608, iter, 2, time, 5.226721, bw, 2.989451
peer,7,size,16777216, iter, 2, time, 10.167362, bw, 3.073565
peer,7,size,33554432, iter, 2, time, 20.365444, bw, 3.068929
1, 256, 4
Rank 0, ROC_SHMEM 
Rank 2, ROC_SHMEM 
Rank 5, ROC_SHMEM 
Rank 3, ROC_SHMEM 
Rank 7, ROC_SHMEM 
Rank 1, ROC_SHMEM 
Rank 4, ROC_SHMEM 
Rank 6, ROC_SHMEM 
IN USE - mpi 0/8, roc_shmem 0/8 , ndevices=8,cur=0, GPU_ID=N/A,node=t007-009.hpcfund
max_blocks=1, max_threads=256, iter=4
IN USE - mpi 1/8, roc_shmem 1/8 , ndevices=8,cur=1, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 2/8, roc_shmem 2/8 , ndevices=8,cur=2, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 3/8, roc_shmem 3/8 , ndevices=8,cur=3, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 4/8, roc_shmem 4/8 , ndevices=8,cur=4, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 5/8, roc_shmem 5/8 , ndevices=8,cur=5, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 6/8, roc_shmem 6/8 , ndevices=8,cur=6, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 7/8, roc_shmem 7/8 , ndevices=8,cur=7, GPU_ID=N/A,node=t007-009.hpcfund
peer,1,size,32, iter, 4, time, 0.089598, bw, 0.001330
peer,1,size,64, iter, 4, time, 0.088160, bw, 0.002704
peer,1,size,128, iter, 4, time, 0.084320, bw, 0.005655
peer,1,size,256, iter, 4, time, 0.084160, bw, 0.011332
peer,1,size,512, iter, 4, time, 0.089920, bw, 0.021212
peer,1,size,1024, iter, 4, time, 0.089280, bw, 0.042727
peer,1,size,2048, iter, 4, time, 0.084800, bw, 0.089969
peer,1,size,4096, iter, 4, time, 0.087680, bw, 0.174028
peer,1,size,8192, iter, 4, time, 0.095200, bw, 0.320563
peer,1,size,16384, iter, 4, time, 0.102240, bw, 0.596980
peer,1,size,32768, iter, 4, time, 0.117120, bw, 1.042269
peer,1,size,65536, iter, 4, time, 0.161600, bw, 1.510774
peer,1,size,131072, iter, 4, time, 0.225280, bw, 2.167445
peer,1,size,262144, iter, 4, time, 0.376160, bw, 2.596140
peer,1,size,524288, iter, 4, time, 0.654080, bw, 2.986070
peer,1,size,1048576, iter, 4, time, 1.258720, bw, 3.103356
peer,1,size,2097152, iter, 4, time, 2.362399, bw, 3.307025
peer,1,size,4194304, iter, 4, time, 4.769119, bw, 3.276292
peer,1,size,8388608, iter, 4, time, 9.664162, bw, 3.233602
peer,1,size,16777216, iter, 4, time, 19.993759, bw, 3.125981
peer,1,size,33554432, iter, 4, time, 38.813450, bw, 3.220539
peer,2,size,32, iter, 4, time, 0.091520, bw, 0.001303
peer,2,size,64, iter, 4, time, 0.082880, bw, 0.002877
peer,2,size,128, iter, 4, time, 0.085600, bw, 0.005571
peer,2,size,256, iter, 4, time, 0.088960, bw, 0.010720
peer,2,size,512, iter, 4, time, 0.088000, bw, 0.021674
peer,2,size,1024, iter, 4, time, 0.083360, bw, 0.045762
peer,2,size,2048, iter, 4, time, 0.083200, bw, 0.091700
peer,2,size,4096, iter, 4, time, 0.086880, bw, 0.175631
peer,2,size,8192, iter, 4, time, 0.092800, bw, 0.328854
peer,2,size,16384, iter, 4, time, 0.101760, bw, 0.599796
peer,2,size,32768, iter, 4, time, 0.120160, bw, 1.015900
peer,2,size,65536, iter, 4, time, 0.158560, bw, 1.539739
peer,2,size,131072, iter, 4, time, 0.232320, bw, 2.101765
peer,2,size,262144, iter, 4, time, 0.387200, bw, 2.522118
peer,2,size,524288, iter, 4, time, 0.688641, bw, 2.836207
peer,2,size,1048576, iter, 4, time, 1.308160, bw, 2.986070
peer,2,size,2097152, iter, 4, time, 2.518880, bw, 3.101582
peer,2,size,4194304, iter, 4, time, 4.822081, bw, 3.240308
peer,2,size,8388608, iter, 4, time, 10.048161, bw, 3.110027
peer,2,size,16777216, iter, 4, time, 20.064962, bw, 3.114888
peer,2,size,33554432, iter, 4, time, 40.043690, bw, 3.121596
